x,Lx,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,U2,U4,U6,U8,U10,U12,U14,U16,U18,U20,U22,U24,U26,U28,U30,U32,T012,T024,T013,Q0123,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127,c128,c129,c130,c131,c132,c133,c134,c135,c136,c137,c138,c139,c140,c141,c142,c143,c144,c145,c146,c147,c148,c149,c150,c151,c152,c153,c154,c155,c156,c157,c158,c159,c160,c161,c162,c163,c164,c165,c166,c167,c168,c169,c170,c171,c172,c173,c174,c175,c176,c177,c178,c179,c180,c181,c182,c183,c184,c185,c186,c187,c188,c189,c190,c191,c192,c193,c194,c195,c196,c197,c198,c199,c200,c201,c202,c203,c204,c205,c206,c207,c208,c209,c210,c211,c212,c213,c214,c215,c216,c217,c218,c219,c220,c221,c222,c223,c224,c225,c226,c227,c228,c229,c230,c231,c232,c233,c234,c235,c236,c237,c238,c239,c240,c241,c242,c243,c244,c245,c246,c247,c248,c249,c250,c251,c252,c253,c254,c255
5500000,-2534,-574,116,-1964,2080,-614,-2756,1882,238,-412,-3976,-1772,-2490,-288,526,1964,-928,-3408,-1928,-3790,-4256,802,-1976,-966,-2050,1262,-828,1130,-3210,3912,582,1956,-1564,1102,2774,-468,530,-3196,-1068,734,-576,-1564,-1950,156,162,554,-2920,-490,-1720,-1732,2710,2056,1934,21567,21382,21633,21221,21386,21640,21484,21292,21494,21379,21468,21567,21365,21482,21335,21352,21330,21196,21483,21547,21577,21675,21581,21301,21219,21579,21481,21614,21337,21472,21424,21341,21452,21528,21226,21423,21485,21312,21681,21574,21647,21473,21377,21610,21447,21255,21505,21433,21201,21653,21425,21599,21347,21502,21811,21437,21485,21391,21575,21416,21486,21651,21497,21482,21443,21540,21580,21504,21137,21595,21600,21283,21504,21244,21483,21415,21466,21433,21396,21835,21451,21598,21435,21423,21332,21514,21711,21737,21293,21656,21336,21363,21572,21461,21681,21538,21421,21119,21498,21582,21624,21292,21437,21546,21318,21446,21655,21296,21455,21654,21395,21572,21346,21500,21542,21651,21545,21502,21276,21538,21460,21554,21759,21524,21823,21351,21419,21485,21382,21472,21393,21555,21487,21395,21363,21395,21032,21651,21784,21315,21433,21613,21474,21413,21650,21453,21314,21708,21543,21312,21121,21637,21635,21445,21368,21634,21539,21519,21713,21638,21531,21556,21506,21460,21263,21585,21218,21657,21402,21385,21469,21838,21502,21444,21528,21786,21339,21427,21491,21384,21417,21449,21298,21530,21361,21802,21472,21398,21528,21632,21677,21422,21411,21408,21302,21254,21546,21504,21446,21604,21599,21778,21372,21343,21614,21569,21662,21516,21636,21368,21413,21452,21455,21793,21236,21577,21473,21219,21530,21465,21591,21409,21479,21561,21398,21437,21552,21468,21753,21423,21746,21632,21686,21419,21593,21517,21237,21341,21605,21468,21489,21520,21634,21727,21560,21608,21302,21535,21549,21807,21409,21313,21533,21371,21485,21421
6000000,-1492,-462,550,-2282,2734,-1062,-4086,1832,-134,262,-5452,-2340,-2280,-182,1418,1770,-1544,-3202,-1822,-3136,-4158,788,-1824,-440,-2298,2026,-1104,1994,-2514,2900,586,3234,-1514,1574,2930,-1070,396,-4248,-1384,1038,-1530,-1636,-1402,432,416,196,-3354,-820,-1424,-1564,2228,2320,1234,23607,23334,23570,23203,23349,23636,23411,23300,23457,23320,23472,23523,23259,23484,23352,23339,23393,23139,23450,23486,23547,23640,23556,23212,23168,23435,23402,23620,23333,23481,23395,23325,23462,23572,23228,23371,23463,23262,23635,23501,23550,23458,23384,23582,23395,23204,23432,23298,23144,23596,23356,23471,23247,23455,23782,23471,23418,23405,23531,23414,23397,23576,23417,23464,23428,23523,23559,23528,23062,23588,23502,23229,23546,23163,23462,23314,23398,23363,23382,23793,23433,23494,23374,23397,23322,23503,23702,23721,23329,23541,23240,23320,23522,23418,23608,23429,23403,23064,23464,23576,23550,23218,23396,23375,23184,23374,23593,23269,23461,23546,23379,23578,23282,23437,23570,23626,23532,23479,23253,23498,23398,23474,23660,23441,23756,23255,23400,23431,23334,23439,23415,23508,23428,23359,23332,23391,23075,23616,23715,23245,23344,23538,23462,23381,23641,23460,23275,23650,23461,23326,23043,23517,23572,23392,23300,23633,23490,23464,23578,23556,23489,23515,23422,23360,23246,23514,23126,23674,23377,23313,23441,23841,23475,23356,23508,23739,23323,23444,23412,23300,23311,23407,23225,23486,23301,23791,23480,23337,23475,23525,23594,23367,23345,23400,23228,23195,23629,23372,23380,23614,23555,23762,23325,23246,23566,23570,23572,23341,23571,23288,23386,23403,23368,23779,23130,23526,23438,23171,23478,23391,23570,23399,23392,23532,23342,23359,23537,23418,23767,23353,23740,23538,23675,23415,23554,23387,23148,23323,23590,23346,23419,23518,23550,23652,23558,23462,23218,23438,23539,23728,23360,23215,23511,23320,23431,23299
6500000,-546,-36,784,-1520,3116,-1424,-3862,2826,-260,288,-6286,-1362,-2918,-210,860,1030,-2264,-2578,-1938,-3120,-5014,-824,-1190,-346,-3370,2874,-1460,2202,-2732,1696,-64,2800,-1240,1712,3632,-880,136,-5200,-1400,604,-1726,-1592,-1634,408,-492,72,-3570,-1350,-1298,-2082,2482,3026,1988,25619,25286,25579,25151,25333,25647,25384,25284,25436,25256,25523,25465,25216,25481,25236,25371,25370,25072,25433,25361,25505,25634,25494,25162,25052,25440,25397,25617,25257,25414,25396,25253,25508,25567,25210,25301,25530,25133,25585,25394,25562,25442,25349,25528,25282,25155,25265,25329,25089,25467,25400,25415,25293,25401,25796,25436,25429,25279,25452,25369,25355,25570,25300,25403,25427,25536,25530,25515,25017,25507,25466,25153,25562,25139,25437,25223,25358,25373,25351,25716,25385,25438,25325,25419,25256,25552,25658,25693,25249,25445,25129,25231,25469,25286,25579,25374,25354,25006,25349,25515,25574,25165,25370,25287,25168,25345,25576,25103,25450,25497,25379,25492,25241,25446,25485,25550,25467,25361,25142,25478,25390,25402,25647,25379,25645,25171,25363,25413,25286,25444,25401,25517,25359,25341,25313,25323,25006,25538,25616,25191,25276,25533,25435,25278,25705,25439,25230,25618,25499,25243,24943,25432,25504,25375,25297,25615,25451,25407,25529,25450,25455,25478,25314,25318,25171,25527,25146,25673,25261,25302,25459,25823,25412,25205,25490,25624,25271,25397,25339,25242,25220,25278,25151,25435,25258,25756,25376,25251,25437,25456,25516,25373,25303,25382,25170,25121,25527,25300,25343,25560,25582,25709,25305,25152,25521,25539,25507,25263,25548,25194,25373,25400,25307,25730,24960,25421,25419,25136,25369,25355,25545,25341,25314,25515,25331,25285,25478,25388,25717,25292,25690,25483,25574,25428,25461,25278,25105,25227,25507,25337,25375,25420,25524,25623,25535,25378,25189,25366,25405,25745,25266,25176,25505,25271,25413,25283
7000000,-1582,824,132,-1556,3110,-1270,-4184,3948,134,484,-5502,-1700,-3358,-376,1536,588,-2126,-2406,-3002,-3042,-4078,-1190,-1600,804,-3674,2796,-778,1024,-2450,1682,-84,2422,-1614,824,2640,-1312,444,-4450,-1404,54,-1730,-1958,-738,-50,-774,636,-3818,-1554,-1488,-2946,2508,2970,1428,27478,27187,27507,27089,27305,27526,27327,27263,27366,27181,27387,27451,27253,27358,27209,27305,27346,27008,27372,27398,27382,27560,27425,27105,26991,27514,27327,27501,27221,27333,27347,27239,27391,27595,27131,27257,27430,27163,27494,27406,27532,27288,27296,27494,27229,27113,27244,27291,26982,27391,27423,27455,27224,27331,27758,27309,27367,27230,27430,27334,27294,27619,27331,27322,27339,27463,27486,27574,27017,27415,27427,27084,27480,27052,27379,27181,27265,27281,27337,27731,27338,27380,27246,27268,27176,27435,27653,27563,27206,27424,27112,27135,27435,27240,27532,27326,27335,26848,27290,27481,27538,27179,27364,27249,27114,27244,27537,27058,27414,27434,27251,27426,27199,27391,27453,27459,27506,27286,27039,27487,27364,27362,27581,27412,27652,27162,27331,27366,27187,27409,27324,27501,27242,27312,27284,27251,26988,27589,27555,27079,27252,27470,27345,27281,27640,27380,27221,27502,27438,27230,26917,27430,27382,27364,27228,27566,27376,27431,27566,27414,27411,27465,27301,27254,27102,27397,27052,27662,27186,27226,27315,27722,27401,27134,27431,27567,27201,27380,27294,27158,27134,27264,27090,27368,27223,27682,27362,27192,27432,27374,27483,27375,27257,27362,27068,26961,27560,27219,27295,27542,27540,27671,27289,27166,27481,27513,27470,27249,27538,27175,27253,27446,27236,27602,26883,27435,27375,27028,27286,27323,27470,27314,27274,27532,27284,27181,27489,27356,27673,27276,27630,27470,27599,27455,27301,27260,26989,27175,27533,27380,27266,27454,27496,27641,27548,27275,27125,27426,27356,27775,27242,27139,27479,27219,27366,27330
7500000,-1842,-4,554,-1920,1380,-216,-3698,3104,574,876,-5938,-2390,-3392,-616,2370,2722,-3366,-3042,-3790,-3420,-3782,260,-1814,682,-4026,3420,-1190,1756,-3324,2540,-426,2596,-1844,1192,1342,-1114,688,-4522,-1550,682,-2850,-1922,-952,-202,-1134,348,-4506,-1910,-1216,-3072,3148,3378,2162,29427,29154,29436,29029,29278,29445,29252,29152,29261,29215,29362,29339,29256,29277,29138,29231,29217,28902,29322,29349,29453,29498,29331,29067,28986,29500,29293,29379,29174,29243,29353,29177,29246,29504,29010,29179,29365,29135,29423,29409,29524,29313,29236,29476,29172,29108,29126,29262,28979,29324,29383,29393,29221,29254,29692,29212,29305,29215,29347,29297,29236,29663,29296,29280,29270,29340,29416,29559,28849,29422,29379,29074,29384,29053,29380,29215,29188,29245,29311,29725,29322,29374,29268,29248,29151,29401,29631,29499,29200,29356,29062,29165,29340,29137,29449,29310,29331,28799,29315,29390,29439,29126,29310,29183,29083,29248,29486,28988,29366,29410,29179,29398,29136,29311,29375,29434,29409,29258,28951,29415,29339,29265,29575,29437,29599,29155,29263,29304,29154,29311,29287,29375,29198,29256,29281,29217,28858,29456,29589,29059,29230,29395,29279,29299,29533,29287,29178,29483,29384,29214,28949,29321,29317,29276,29182,29525,29346,29401,29546,29399,29364,29471,29261,29274,29072,29460,29010,29627,29172,29203,29316,29654,29384,29119,29351,29497,29150,29381,29182,29100,29110,29220,29084,29365,29142,29594,29320,29069,29368,29349,29458,29287,29195,29322,29038,28939,29465,29226,29246,29504,29436,29608,29218,29055,29405,29462,29436,29220,29513,29161,29264,29389,29224,29569,28873,29349,29331,28926,29268,29284,29396,29252,29268,29435,29186,29178,29376,29360,29605,29147,29557,29473,29591,29405,29307,29234,28891,29142,29469,29305,29228,29425,29377,29596,29587,29283,29082,29359,29314,29708,29295,29004,29423,29144,29304,29288
8000000,-2444,-676,2764,-1798,2182,34,-3838,2622,1494,136,-6688,-2458,-3430,-492,2312,2674,-3442,-4274,-2766,-2966,-4138,244,-2484,84,-4308,2654,-116,1336,-3118,3144,-1194,3346,-1780,2264,1514,-1542,926,-4964,-1298,1056,-3010,-1470,-962,-392,-816,1182,-4574,-2288,-1144,-4760,2362,3758,2682,31447,31115,31356,30941,31218,31346,31221,31119,31208,31137,31271,31260,31213,31221,31093,31212,31171,30869,31239,31367,31373,31428,31253,31016,30904,31422,31220,31303,31051,31204,31311,31156,31242,31487,30983,31107,31367,31104,31291,31405,31481,31279,31238,31478,31144,31015,31032,31240,30859,31272,31341,31261,31086,31198,31645,31191,31195,31149,31319,31268,31132,31651,31283,31202,31241,31362,31366,31521,30850,31349,31246,31045,31412,31015,31403,31124,31095,31180,31337,31667,31296,31357,31243,31233,31141,31455,31618,31541,31162,31357,31040,31004,31297,31049,31457,31342,31201,30735,31268,31297,31378,31146,31244,31045,30968,31176,31464,30928,31206,31376,31121,31293,31038,31227,31307,31411,31376,31237,30860,31372,31223,31219,31612,31388,31559,31148,31218,31323,31115,31182,31208,31399,31127,31185,31213,31186,30832,31469,31530,31009,31113,31302,31162,31255,31558,31221,31232,31329,31387,31288,30906,31256,31227,31180,31064,31533,31293,31383,31472,31329,31361,31400,31216,31184,31060,31423,30984,31599,31172,31197,31358,31681,31375,31029,31314,31559,31077,31293,31183,31028,31058,31194,30937,31223,31070,31569,31294,30964,31310,31349,31424,31339,31056,31245,30946,30878,31451,31190,31169,31372,31367,31546,31272,31038,31312,31417,31339,31134,31465,31043,31239,31350,31228,31584,30787,31332,31208,30854,31212,31156,31342,31209,31202,31421,31100,31089,31373,31244,31535,31164,31485,31428,31540,31413,31348,31191,30856,30992,31430,31330,31151,31390,31392,31502,31577,31302,30988,31388,31318,31675,31267,30988,31434,31107,31323,31368
8500000,-2740,-708,2726,-2392,2058,-944,-4650,3758,754,-1192,-6548,-2006,-2684,-1346,2616,742,-3560,-4556,-1498,-3090,-4246,-552,-1872,-866,-3426,2026,620,376,-3442,3120,-1192,4190,-3004,2048,862,-1480,64,-5298,-1064,1118,-2748,-832,-956,-34,-864,1636,-3460,-2638,-1660,-3534,1760,3628,2946,33433,33026,33253,32916,33125,33289,33268,33107,33119,33055,33157,33254,33174,33190,33065,33203,33037,32797,33145,33318,33307,33345,33266,32997,32910,33397,33255,33257,32952,33191,33308,33080,33163,33367,32913,33058,33331,33047,33218,33362,33418,33168,33217,33349,33120,32939,33012,33192,32839,33233,33280,33230,33054,33209,33599,33155,33120,33145,33303,33218,33084,33599,33196,33121,33142,33353,33259,33444,32720,33353,33261,32979,33389,32973,33318,32999,32979,33138,33340,33600,33264,33289,33137,33186,33142,33429,33568,33478,33213,33263,32958,32944,33221,32977,33460,33341,33184,32705,33269,33273,33325,33044,33240,32940,32993,33125,33449,32879,33090,33371,33114,33277,32994,33106,33280,33391,33312,33252,32837,33303,33234,33130,33525,33376,33513,33062,33199,33267,33026,33143,33161,33459,33049,33122,33096,33161,32715,33408,33495,33009,33133,33322,33078,33185,33493,33174,33233,33262,33279,33221,32793,33207,33162,33113,33008,33497,33313,33330,33375,33237,33332,33336,33160,33182,33031,33270,32899,33578,33135,33155,33354,33697,33356,32963,33186,33609,33050,33309,33089,32950,33064,33119,32862,33236,32980,33526,33261,32922,33280,33302,33379,33345,33027,33267,32912,32813,33403,33151,33194,33284,33278,33522,33182,33001,33296,33367,33303,33012,33404,33053,33164,33291,33148,33622,32752,33317,33146,32776,33225,33154,33285,33206,33122,33383,33110,33020,33285,33205,33475,33139,33423,33375,33463,33330,33321,33190,32832,33008,33377,33228,33136,33384,33334,33407,33481,33259,33003,33302,33286,33611,33215,32929,33384,33082,33267,33272
9000000,-2572,-916,2406,-2822,1204,-566,-3514,4372,1214,-794,-6504,-1444,-2914,-2314,3918,616,-4570,-4576,-276,-2066,-4960,464,-1922,-1568,-4150,2046,482,718,-4556,2716,-482,3532,-1770,1916,340,-1402,-160,-5160,-492,1888,-3358,-252,-1642,370,-1596,1364,-4328,-2952,-1278,-3526,1362,3286,4172,35313,34968,35193,34797,35102,35266,35218,35063,35077,35028,35155,35226,35154,35168,35025,35163,35004,34682,35104,35211,35274,35290,35200,34950,34867,35411,35169,35262,34987,35095,35218,35028,35088,35358,34781,34980,35277,35023,35201,35255,35385,35133,35285,35235,35099,34920,34948,35147,34816,35217,35265,35197,34969,35138,35598,35124,35151,35142,35209,35128,35047,35507,35163,35034,35025,35395,35226,35434,34616,35195,35197,34910,35301,34934,35288,34984,34983,35078,35264,35534,35269,35197,35089,35212,35143,35467,35547,35401,35183,35205,34937,34886,35167,34925,35437,35219,35123,34713,35185,35208,35341,35002,35178,34894,34902,35049,35424,34816,35032,35385,35092,35270,34961,35099,35309,35326,35241,35149,34775,35268,35228,35084,35442,35303,35486,35003,35075,35217,34968,35022,35175,35484,35003,35115,35104,35125,34609,35287,35409,34924,35123,35263,35057,35083,35442,35079,35196,35245,35244,35230,34819,35145,35166,35051,34938,35460,35306,35242,35336,35169,35332,35302,35030,35127,34958,35249,34860,35543,35081,35168,35325,35713,35289,34903,35144,35509,35020,35176,35078,34875,34982,35102,34819,35238,34909,35493,35181,34915,35265,35238,35326,35258,34965,35264,34892,34795,35280,35138,35189,35230,35220,35507,35186,34980,35234,35320,35284,34971,35365,34960,35118,35191,35106,35571,34646,35252,35013,34748,35147,35171,35235,35171,35066,35365,35106,34974,35233,35211,35386,35164,35376,35361,35423,35260,35253,35082,34729,34933,35314,35161,35119,35345,35241,35411,35442,35186,34887,35207,35236,35568,35186,34791,35318,34974,35217,35383
9500000,-1388,-1472,2054,-2088,1340,-1184,-2184,5014,1230,-934,-7748,-1130,-2530,-2404,5252,866,-4728,-6006,-532,-1660,-5812,-1042,-1582,-1276,-5358,3668,576,398,-3806,2206,-640,2296,-1070,1892,-2,-830,-356,-6552,-286,2220,-3526,-176,-2116,350,-1856,954,-3656,-2400,-888,-5198,2306,3048,4158,37268,36907,37182,36674,37148,37227,37076,37011,37131,36989,37094,37213,37113,37030,36967,37085,36991,36712,37067,37210,37283,37257,37190,36943,36778,37373,37072,37179,36935,36991,37225,36900,37114,37323,36843,36949,37318,36982,37213,37207,37352,37175,37180,37195,37065,36870,36848,37164,36770,37168,37273,37123,36968,37046,37586,37034,37160,36998,37129,37087,37037,37443,37109,36992,36904,37383,37196,37410,36657,37221,37160,36830,37342,36942,37253,36911,37040,37119,37209,37483,37193,37152,37095,37249,37070,37410,37463,37412,37095,37161,36923,36802,37033,36844,37494,37145,37140,36627,37115,37111,37341,37002,37097,36854,36890,37035,37416,36694,36996,37340,36980,37176,36896,37055,37167,37242,37143,37128,36703,37155,37217,37063,37404,37250,37482,36919,36962,37166,36907,36949,37193,37413,36972,37080,37067,37041,36572,37288,37446,36920,37038,37221,36959,37040,37445,37080,37233,37210,37244,37118,36745,37069,37160,37023,36942,37441,37223,37225,37255,37201,37173,37283,37035,37041,36966,37182,36946,37485,36993,37169,37300,37680,37191,36855,37029,37475,36997,37058,37070,36828,36957,37064,36750,37122,36791,37411,37142,36771,37243,37211,37292,37136,36952,37223,36856,36698,37203,37145,37099,37169,37183,37501,37109,36903,37143,37264,37239,36973,37263,36924,37053,37182,37092,37570,36584,37092,36960,36737,37098,37070,37169,37069,36960,37283,37035,36927,37233,37157,37343,37010,37310,37358,37297,37200,37246,36982,36701,36828,37258,37067,37066,37335,37186,37426,37354,37100,36826,37170,37184,37549,37050,36746,37251,36877,37166,37321
10000000,-842,-2048,1246,-3180,778,-2090,-2726,5112,2154,-1258,-6898,-2772,-2474,-2048,4856,1636,-4410,-6566,-594,-2186,-4854,194,-842,-1242,-5862,3186,382,1152,-4102,1720,-1952,2606,-2226,1608,246,-1118,28,-6224,-246,2696,-3380,-92,-1708,568,-2104,1016,-4146,-3184,-1162,-5972,1602,4238,3018,39123,38821,39057,38617,39037,39183,38980,38999,39076,38988,39043,39184,39083,38894,38986,39041,38908,38615,39000,39271,39297,39173,39163,38930,38773,39360,38952,39110,38886,39033,39211,38789,39074,39249,38777,38887,39306,38937,39219,39170,39378,39159,39075,39150,38948,38817,38873,39140,38759,39112,39211,39140,38979,38932,39548,38958,39102,38912,39205,39088,39038,39407,39078,38859,38788,39322,39226,39343,38621,39187,39159,38786,39374,38948,39213,38860,39010,39128,39196,39444,39141,39153,39075,39268,38961,39317,39378,39395,39034,39048,38816,38695,39080,38758,39441,39143,39036,38665,39055,39059,39248,38989,39055,38785,38865,39003,39394,38537,38930,39297,38966,39025,38829,39060,39105,39238,39179,39119,38650,39152,39145,38998,39404,39185,39479,38828,38860,39063,38821,38853,39163,39362,39027,39044,38997,39028,38447,39283,39427,38909,39050,39168,38933,38959,39415,39049,39243,39118,39240,39052,38602,39083,39097,38991,38959,39396,39128,39260,39234,39148,39036,39320,39031,39058,39016,39136,38919,39470,38916,39184,39203,39623,39134,38694,38965,39444,38942,39002,39026,38700,38889,38999,38679,39033,38787,39431,39093,38714,39105,39182,39229,39064,38886,39203,38845,38682,39109,39149,39059,39106,39090,39413,39079,38825,39078,39227,39192,38938,39215,38936,39077,39121,39139,39509,38451,39014,38910,38678,39072,39017,39138,39049,38846,39150,39053,38862,39203,39106,39255,38915,39250,39345,39286,39195,39254,38928,38658,38792,39221,38971,39086,39249,39065,39357,39302,39063,38800,39040,39190,39424,38961,38655,39135,38788,39063,39234
10500000,-708,-2396,1492,-2632,18,-1368,-1890,4774,1640,-1398,-7202,-3296,-2314,-1770,4136,1838,-4002,-7436,-630,-2552,-4994,1986,-946,-698,-5576,3274,328,652,-3622,616,-836,2224,-1938,1596,8,-838,-226,-7080,-198,2166,-3516,250,-1680,992,-1964,814,-3982,-2336,-876,-6544,1218,3380,3172,41061,40789,41030,40523,40991,41172,40957,40883,41057,40902,40989,41147,41039,40857,40914,41008,40838,40613,40996,41152,41299,41129,41143,40871,40729,41247,40950,41011,40802,40943,41172,40790,41030,41187,40792,40840,41306,40992,41151,41043,41283,41206,41046,41051,40921,40846,40799,41144,40763,41038,41154,41111,40896,40943,41426,40880,41021,40867,41101,41032,41003,41319,41033,40819,40721,41303,41095,41320,40552,41166,41069,40752,41352,40966,41213,40870,41013,41037,41116,41351,41085,41080,41096,41254,40941,41252,41302,41327,41010,41037,40811,40706,40990,40706,41435,41086,40984,40658,41026,40966,41253,40912,41016,40737,40801,40945,41356,40560,40868,41199,40876,40978,40794,40975,41013,41177,41075,41054,40536,41161,41145,40988,41290,41150,41397,40825,40916,40953,40789,40764,41133,41317,40968,40964,40939,41039,40394,41246,41439,40867,40937,41104,40831,40954,41379,41019,41302,41042,41190,40968,40624,41072,41072,41018,40889,41295,41086,41190,41150,41062,40994,41228,40926,40981,41012,41091,40899,41424,40882,41144,41147,41578,41126,40671,40897,41377,40879,40954,41011,40642,40850,40973,40641,40974,40748,41323,41028,40665,41130,41121,41189,41050,40832,41147,40837,40658,41088,41140,40972,41033,41046,41378,40945,40826,41077,41147,41160,40861,41137,40827,41007,41069,41085,41473,40496,40947,40823,40616,41012,40909,41081,40987,40816,41153,40995,40837,41202,41039,41171,40859,41208,41284,41163,41131,41202,40883,40571,40722,41191,40991,41038,41266,41017,41315,41219,41031,40757,41021,41159,41344,40960,40628,41106,40763,40953,41146
11000000,-1606,-2446,456,-2618,-112,-524,-2768,4418,2586,-1894,-7768,-3216,-1958,-1154,2744,1852,-3544,-6316,702,-2584,-5772,1688,-1008,-750,-4168,1634,240,-468,-2958,660,-362,2118,-2746,1030,-228,-804,506,-7154,798,862,-3782,1114,-1796,764,-1678,528,-3484,-2326,-1818,-6432,1010,3178,3916,42950,42725,42950,42451,42908,43123,42904,42836,42971,42821,42947,43115,42979,42784,42796,43001,42754,42564,42894,43066,43243,43050,43158,42793,42656,43183,42895,42974,42737,42913,43132,42766,42942,43096,42726,42785,43224,42944,43057,43036,43209,43199,42945,43004,42879,42863,42702,43127,42727,43001,43101,43093,42879,42905,43344,42913,42986,42824,43035,42994,42938,43299,42964,42807,42694,43242,43048,43225,42461,43069,42969,42714,43195,42916,43198,42799,42999,43038,43045,43346,43040,42999,43007,43263,42894,43102,43271,43257,43019,43037,42773,42679,42948,42563,43398,43063,42943,42595,42991,42971,43289,42816,43016,42701,42767,42950,43344,42494,42790,43143,42899,42877,42709,42999,43001,43145,42972,43017,42521,43088,43075,42964,43308,43093,43250,42734,42936,42942,42725,42676,43081,43289,42884,42939,42859,42961,42347,43139,43346,42836,42860,43085,42854,42897,43284,42947,43274,43027,43165,42899,42584,43036,43072,43010,42889,43283,43073,43116,43105,43005,42994,43177,42804,42898,42887,43053,42980,43355,42830,43071,43051,43524,43177,42589,42809,43334,42811,42961,43004,42624,42838,42933,42589,42863,42722,43322,42954,42615,43101,43102,43020,43071,42707,43128,42775,42595,43025,43113,42976,43037,43036,43385,42866,42821,43083,43134,43144,42764,43131,42703,42933,43072,43007,43473,42496,42886,42753,42591,42998,42773,43096,43006,42805,43028,42892,42775,43147,43042,43132,42871,43201,43207,43067,43055,43136,42888,42554,42628,43203,42956,42958,43190,43002,43263,43150,43007,42661,43071,43073,43301,42849,42639,43124,42754,42942,43114
11500000,-2448,-2818,-592,-2588,550,-428,-2374,4452,3238,-890,-7394,-3072,-2618,-1428,2916,1620,-3424,-6758,638,-2988,-5676,1576,-2074,-774,-4692,1232,-368,-20,-2836,708,-10,1638,-3682,-118,562,-272,1150,-7114,1132,1302,-3846,936,-1106,34,-1650,90,-3174,-2434,-2014,-5858,1482,4062,3994,44827,44688,44890,44352,44871,45074,44853,44774,44945,44789,44846,45060,44948,44707,44731,44892,44712,44505,44817,45064,45165,44923,45148,44721,44612,45185,44838,44873,44727,44852,45049,44633,44908,45061,44651,44733,45096,44861,44978,44995,45119,45193,44841,44957,44824,44862,44667,45043,44712,44915,45074,45124,44836,44827,45261,44901,44926,44811,45035,44973,44892,45290,44875,44759,44567,45215,45014,45128,44413,44965,44940,44683,45061,44774,45193,44761,45013,45005,45036,45325,44908,44933,44957,45270,44796,45064,45247,45204,44994,44959,44736,44650,44899,44548,45298,45001,44918,44521,44899,44952,45257,44751,45052,44712,44711,44927,45266,44429,44786,45087,44852,44880,44649,44967,44999,45044,44960,45032,44480,45099,44980,44932,45226,45093,45227,44700,44881,44879,44688,44554,45055,45275,44863,44832,44802,44849,44272,45092,45242,44809,44849,45004,44848,44790,45257,44879,45140,44909,45147,44875,44538,44989,45015,45013,44825,45289,45010,45156,45133,45001,44874,45081,44727,44890,44739,45093,45040,45366,44722,45034,45019,45494,45129,44523,44780,45256,44727,44936,44934,44640,44802,44868,44612,44831,44690,45232,44957,44606,45020,45029,45052,45001,44675,45115,44681,44523,44951,45086,44913,44955,45075,45275,44829,44766,45015,45109,45130,44809,45047,44684,44875,45136,44960,45449,44406,44832,44669,44615,44934,44793,45023,45015,44751,45052,44872,44683,45138,44916,45093,44844,45072,45227,45020,45084,45143,44809,44498,44640,45186,44923,44906,45087,44938,45255,45144,44920,44658,45010,45013,45261,44838,44575,45047,44713,44879,44980
