a,b,c,L,exact,degenerate,nodes,secs,word
3,5,14,442,0,0,400000500,13.260,"0,3,0,5,0,3,0,14,0,3,0,5,3,0,3,14,3,0,3,5,3,14,5,0,5,3,0,3,14,0,3,0,5,0,14,5,0,5,3,0,3,14,5,14,3,0,14,0,5,0,14,0,3,0,14,5,14,3,14,0,14,3,14,5,3,5,0,3,0,14,0,3,0,5,0,14,5,0,5,3,0,14,3,5,14,5,0,14,5,14,3,14,0,3,14,3,5,3,0,5,3,5,14,5,0,14,5,14,3,14,5,14,0,5,0,3,14,0,14,5,14,3,14,5,14,0,5,14,5,3,5,14,5,0,5,3,0,14,3,5,14,5,0,14,5,14,3,0,14,0,5,0,3,5,0,5,14,3,5,3,0,3,14,3,5,14,0,14,5,14,3,14,5,0,14,0,3,0,14,5,14,3,14,5,0,5,3,0,3,14,3,0,3,5,0,3,0,14,0,5,0,3,5,0,5,14,3,5,3,0,3,14,3,5,14,0,14,3,5,14,5,0,14,0,3,0,5,3,5,14,5,0,5,3,0,5,0,14,0,3,0,5,3,5,14,3,0,3,5,0,3,0,14,0,5,0,3,5,0,5,14,5,3,14,3,0,14,0,5,0,14,0,3,0,5,3,0,3,14,0,5,0,14,0,3,14,3,5,14,0,14,5,14,3,5,3,0,5,14,5,0,3,0,14,0,5,14,3,5,14,5,0,14,0,3,14,0,14,5,14,3,14,5,14,0,5,14,3,5,3,0,3,14,5,14,0,5,14,5,3,14,5,14,0,5,0,3,5,0,5,14,0,5,0,3,5,3,14,3,0,3,5,0,3,0,14,0,3,0,5,0,14,5,0,5,3,0,14,3,14,5,14,0,14,3,0,5,0,3,0,14,3,14,5,3,0,5,3,5,14,3,14,0,14,5,0,5,3,14,5,14,0,14,3,14,5,14,0,5,0,3,0,14,0,5,14,3,14,5,0,5,14,5,0,3,0,5,0,14,5,0,5"
4,5,14,488,0,0,400000408,12.889,"0,4,0,5,0,4,0,14,0,4,0,5,4,0,4,14,4,0,4,5,4,14,5,0,5,14,4,5,14,0,5,0,4,0,5,0,14,0,4,5,4,14,4,5,0,14,5,14,4,14,5,0,14,0,4,14,4,5,4,0,4,5,4,14,5,4,5,0,5,14,0,4,0,5,4,0,4,14,4,5,4,14,4,0,14,4,5,14,0,4,0,5,4,0,4,14,4,5,14,0,14,5,14,4,14,5,0,14,0,4,14,0,14,5,14,4,5,0,5,14,0,5,0,4,0,14,0,4,0,5,4,14,4,0,14,4,14,5,4,5,0,4,0,14,0,5,14,4,14,5,14,0,14,5,4,14,4,0,14,4,14,5,14,0,14,5,14,4,5,14,5,0,5,14,5,4,5,0,4,0,14,0,5,14,4,14,5,14,0,14,5,4,14,4,0,4,14,4,5,4,0,14,0,5,14,5,4,5,14,0,5,0,4,5,0,5,14,4,14,0,4,0,5,0,4,0,14,4,0,4,5,4,14,4,0,14,0,5,4,0,5,14,5,0,4,5,4,14,4,0,4,14,4,5,14,4,0,14,0,5,14,0,14,4,14,5,14,4,14,0,4,14,5,0,5,14,5,4,5,14,0,5,0,4,0,14,0,4,0,5,4,14,4,5,0,5,14,4,5,14,0,14,4,14,5,4,0,4,5,4,14,4,5,0,4,0,14,0,5,0,4,5,14,4,0,14,4,5,14,5,0,5,4,0,5,0,14,0,5,0,4,0,14,4,0,4,5,0,14,0,5,0,4,5,14,4,14,0,4,5,0,14,4,0,4,5,4,0,4,14,4,5,14,4,14,0,4,5,0,14,4,0,5,4,5,14,5,0,5,4,0,14,0,4,5,0,4,14,4,5,14,4,14,0,14,4,14,5,14,0,5,14,5,4,14,0,4,0,5,4,5,14,5,0,5,4,0,5,0,14,0,4,0,5,4,0,4,14,4,5,4,0,5,0,14,4,14,0,14,5,0,4,0,5,14,5,4,14,4,0,4,14,4,5,14,4,14,0,14,5,14,4,5,14,5,0,5,4,0,4,14,0,14,5,4,0,5,0"
1,6,14,532,0,0,400000644,15.683,"0,1,0,6,0,1,0,14,0,1,0,6,1,0,1,14,1,0,1,6,1,14,6,0,6,1,0,1,14,0,1,0,6,0,14,6,0,6,1,0,1,14,6,14,1,0,14,0,6,0,14,1,6,1,0,6,0,14,0,6,0,1,6,0,6,14,6,1,6,0,1,0,14,0,6,14,1,6,14,6,0,6,14,6,1,14,1,0,1,6,1,14,1,0,14,0,6,0,14,1,14,6,14,0,14,6,14,1,6,1,0,6,14,6,0,6,1,0,14,6,14,0,14,1,14,0,6,14,0,1,0,6,1,0,1,14,0,14,6,14,1,0,1,14,1,6,14,6,0,1,6,0,14,0,6,1,0,1,14,1,0,1,6,1,14,6,1,6,0,6,14,6,0,6,1,0,14,0,1,0,6,1,0,14,6,1,6,0,1,0,14,0,1,0,6,1,0,1,14,1,6,1,14,1,0,14,0,6,0,1,0,14,0,6,14,6,1,6,0,1,6,1,14,0,1,0,6,0,1,0,14,0,1,6,14,1,14,0,14,1,14,6,14,0,6,1,6,0,14,0,1,6,1,0,14,1,14,6,1,6,0,6,1,6,14,6,0,14,6,14,1,14,0,14,6,0,6,1,0,1,14,1,6,1,14,1,0,14,6,14,0,14,1,14,0,6,14,6,1,14,6,14,0,14,1,14,0,14,6,0,1,0,14,6,14,1,6,14,6,0,6,1,6,0,6,14,0,1,0,6,14,0,14,1,0,1,6,0,6,14,1,6,1,0,1,14,1,6,14,6,0,1,0,6,0,14,1,14,0,6,14,6,1,14,6,14,0,14,1,14,0,14,6,0,1,0,14,6,0,6,1,0,1,14,1,6,1,14,1,0,14,0,6,14,6,1,0,6,0,14,0,1,0,6,1,6,14,1,6,1,0,1,14,1,0,1,6,0,1,0,14,0,1,0,6,0,14,6,0,6,1,0,1,14,1,6,0,6,1,14,6,14,0,6,0,1,0,14,1,14,6,0,14,0,1,0,6,0,1,0,14,1,6,1,14,1,0,14,0,6,1,0,14,1,14,6,14,0,14,6,14,1,6,0,6,14,0,6,0,1,0,14,0,1,0,6,1,14,0,14,6,14,1,6,1,0,6,14,6,0,1,0,14,0,1,6,14,6,0,6,1,6,0,6,14,0,1,0,6,1,0,1"
3,6,14,321,0,0,400000168,10.493,"0,3,0,6,0,3,0,14,0,3,0,6,3,0,3,14,6,0,6,3,0,6,14,0,14,3,0,6,3,6,14,3,6,3,0,14,3,14,6,14,0,14,3,0,3,6,0,3,0,14,0,6,0,14,0,3,14,0,14,6,14,0,14,3,14,6,3,6,0,14,3,14,0,14,6,0,3,0,6,0,14,0,6,3,14,6,3,6,0,6,3,14,6,14,0,14,6,3,0,3,14,0,14,6,14,3,14,6,14,0,6,14,6,3,0,3,14,6,14,0,6,14,6,3,6,14,6,0,6,3,0,6,0,14,3,14,6,0,6,3,0,6,0,14,0,3,0,14,0,6,14,3,14,0,6,0,3,6,0,6,14,6,3,14,6,14,0,14,3,14,0,14,6,0,14,0,3,0,14,0,6,0,3,6,0,6,14,0,3,0,14,6,0,14,3,14,6,14,0,6,0,3,0,6,14,6,3,6,0,3,0,14,0,3,0,6,0,3,14,3,6,0,6,3,6,14,6,3,6,0,3,0,14,6,0,6,3,0,6,0,14,3,14,0,14,6,3,6,14,6,3,0,3,6,3,14,6,14,0,14,3,14,0,14,6,0,14,0,3,0,14,0,6,0,3,6,0,6,14,0,3,0,14,6,14,3,14,6,0,6,3,6,14,6,3,6,0,3,0,14,6,3,6,0,6,14,3,14,6,14,0,3,0,14,0,3,6,3,0,3,6"
5,6,14,378,0,0,400000284,11.146,"0,5,0,6,0,5,0,14,0,5,0,6,5,0,5,14,5,0,5,6,5,14,6,0,6,5,0,5,14,0,5,0,6,0,14,0,6,0,5,6,0,14,5,14,6,5,6,0,5,6,14,0,5,14,0,14,6,14,0,5,6,0,6,14,6,0,6,5,6,14,5,0,5,14,5,6,14,6,0,14,6,14,5,14,0,5,14,5,6,5,0,6,5,6,14,0,14,5,14,6,5,6,0,6,14,6,5,14,6,14,0,14,6,14,5,14,0,5,14,5,6,14,0,14,6,5,14,6,0,6,5,6,14,5,0,5,14,5,6,5,14,0,6,0,5,0,14,5,14,6,14,5,0,14,0,6,14,6,5,6,0,6,14,0,6,0,5,14,5,6,5,0,6,14,0,6,0,5,0,6,0,14,0,5,14,0,14,6,14,5,14,0,5,6,5,0,5,14,0,14,6,0,6,5,6,0,6,14,0,6,0,5,0,14,0,5,0,6,5,0,5,14,6,5,6,0,5,0,14,0,5,0,6,0,14,6,0,6,5,6,14,5,14,0,5,0,6,14,0,14,5,14,0,14,6,14,5,6,0,6,14,5,6,5,0,6,0,14,0,6,0,5,6,0,6,14,6,5,6,0,5,0,14,5,6,5,14,0,14,5,6,14,0,6,0,5,6,0,6,14,6,5,14,6,14,0,14,5,14,6,5,14,5,0,5,6,5,14,6,0,14,5,14,0,6,0,5,0,14,5,6,5,14,5,0,5,14,6,5,6,0,6,14,0,6,0,5,0,6,0,14,0,5,14,5,6,14,6,0,5,0,14,6,0,6,5,6,0,6,14,6,0,5,14,5,6,14,6"
1,7,14,350,0,0,400000464,11.204,"0,1,0,7,0,1,0,14,0,1,0,7,1,0,1,14,1,0,1,7,1,14,7,0,14,0,1,0,7,0,14,7,1,7,14,0,7,14,1,7,1,0,1,7,1,14,1,0,14,1,14,7,14,1,14,0,14,7,0,14,0,1,14,1,7,1,14,0,1,0,7,0,1,14,0,14,7,0,7,1,0,14,1,14,7,14,0,7,14,7,1,0,7,0,14,0,7,0,1,0,7,14,1,14,0,1,0,7,0,1,0,14,1,0,1,7,1,14,1,7,1,0,7,1,14,0,7,14,7,1,7,14,0,7,0,1,0,7,0,14,0,1,7,1,14,7,1,7,0,1,7,1,14,0,14,7,14,1,14,7,14,0,7,1,7,0,7,14,0,1,7,14,1,7,1,0,1,7,1,14,1,0,14,1,14,7,14,1,14,0,1,0,7,14,1,14,7,14,0,14,7,14,1,7,0,7,14,1,14,0,1,0,7,0,14,7,1,7,14,0,7,14,1,14,0,1,14,1,7,1,0,7,1,7,14,0,7,0,1,0,7,0,14,0,7,1,14,7,14,0,14,7,14,1,14,0,1,14,1,7,0,14,0,7,0,1,0,7,14,1,14,0,1,14,1,7,1,14,1,0,1,7,0,1,0,14,1,7,14,0,7,0,1,0,7,0,14,0,7,1,7,14,7,0,7,14,7,1,14,1,0,7,0,1,0,14,1,7,1,14,1,0,14,7,0,1,14,0,14,7,14,0,14,1,14,7,0,1,0,14,0,7,1,14,7,0,7,14,7,0"
2,7,14,350,0,0,400000388,11.275,"0,2,0,7,0,2,0,14,0,2,0,7,2,0,2,14,2,0,2,7,2,14,7,0,14,0,2,0,7,0,14,7,2,7,14,0,7,14,2,7,2,0,2,7,2,14,2,0,14,2,14,7,14,2,14,0,14,7,0,14,0,2,14,2,7,2,14,0,2,0,7,0,2,14,0,14,7,0,7,2,0,14,2,14,7,14,0,7,14,7,2,0,7,0,14,0,7,0,2,0,7,14,2,14,0,2,0,7,0,2,0,14,2,0,2,7,2,14,2,7,2,0,7,2,14,0,7,14,7,2,7,14,0,7,0,2,0,7,0,14,0,2,7,2,14,7,2,7,0,2,7,2,14,0,14,7,14,2,14,7,14,0,7,2,7,0,7,14,0,2,7,14,2,7,2,0,2,7,2,14,2,0,14,2,14,7,14,2,14,0,2,0,7,14,2,14,7,14,0,14,7,14,2,7,0,7,14,2,14,0,2,0,7,0,14,7,2,7,14,0,7,14,2,14,0,2,14,2,7,2,0,7,2,7,14,0,7,0,2,0,7,0,14,0,7,2,14,7,14,0,14,7,14,2,14,0,2,14,2,7,0,14,0,7,0,2,0,7,14,2,14,0,2,14,2,7,2,14,2,0,2,7,0,2,0,14,2,7,14,0,7,0,2,0,7,0,14,0,7,2,7,14,7,0,7,14,7,2,14,2,0,7,0,2,0,14,2,7,2,14,2,0,14,7,0,2,14,0,14,7,14,0,14,2,14,7,0,2,0,14,0,7,2,14,7,0,7,14,7,0"
3,7,14,350,0,0,400000408,11.161,"0,3,0,7,0,3,0,14,0,3,0,7,3,0,3,14,3,0,3,7,3,14,7,0,14,0,3,0,7,0,14,7,3,7,14,0,7,14,3,7,3,0,3,7,3,14,3,0,14,3,14,7,14,3,14,0,14,7,0,14,0,3,14,3,7,3,14,0,3,0,7,0,3,14,0,14,7,0,7,3,0,14,3,14,7,14,0,7,14,7,3,0,7,0,14,0,7,0,3,0,7,14,3,14,0,3,0,7,0,3,0,14,3,0,3,7,3,14,3,7,3,0,7,3,14,0,7,14,7,3,7,14,0,7,0,3,0,7,0,14,0,3,7,3,14,7,3,7,0,3,7,3,14,0,14,7,14,3,14,7,14,0,7,3,7,0,7,14,0,3,7,14,3,7,3,0,3,7,3,14,3,0,14,3,14,7,14,3,14,0,3,0,7,14,3,14,7,14,0,14,7,14,3,7,0,7,14,3,14,0,3,0,7,0,14,7,3,7,14,0,7,14,3,14,0,3,14,3,7,3,0,7,3,7,14,0,7,0,3,0,7,0,14,0,7,3,14,7,14,0,14,7,14,3,14,0,3,14,3,7,0,14,0,7,0,3,0,7,14,3,14,0,3,14,3,7,3,14,3,0,3,7,0,3,0,14,3,7,14,0,7,0,3,0,7,0,14,0,7,3,7,14,7,0,7,14,7,3,14,3,0,7,0,3,0,14,3,7,3,14,3,0,14,7,0,3,14,0,14,7,14,0,14,3,14,7,0,3,0,14,0,7,3,14,7,0,7,14,7,0"
4,7,14,349,0,0,400000304,11.046,"0,4,0,7,0,4,0,14,0,4,0,7,4,0,4,14,4,0,4,7,4,14,7,0,14,0,4,0,7,0,14,7,4,7,14,0,7,14,4,7,4,0,4,7,4,14,4,0,14,4,14,7,14,4,14,0,14,7,0,14,0,4,14,4,7,4,14,0,4,0,7,0,4,14,0,14,7,0,7,4,0,14,4,14,7,14,0,7,14,7,4,0,7,0,14,0,7,0,4,0,7,14,4,14,0,4,0,7,0,4,0,14,4,0,4,7,4,14,4,7,4,0,7,4,14,0,7,14,7,4,7,14,0,7,0,4,0,7,0,14,0,4,7,4,14,7,4,7,0,4,7,4,14,0,14,7,14,4,14,7,14,0,7,4,7,0,7,14,0,4,7,14,4,7,4,0,4,7,4,14,4,0,14,4,14,7,14,4,14,0,4,0,7,14,4,14,7,14,0,14,7,14,4,7,0,7,14,4,14,0,4,0,7,0,14,7,4,7,14,0,7,14,4,14,0,4,14,4,7,4,0,7,4,7,14,0,7,0,4,0,7,0,14,0,7,4,14,7,14,0,14,7,14,4,14,0,4,14,4,7,0,14,0,7,0,4,0,7,14,4,14,0,4,14,4,7,4,14,4,0,4,7,0,4,0,14,4,7,14,0,7,0,4,0,7,0,14,0,7,4,7,14,7,0,7,14,7,4,14,4,0,7,0,4,0,14,4,7,4,14,4,0,14,7,0,4,14,0,14,7,14,0,14,4,14,7,0,4,0,14,0,4,7,14,7,0,7,14,7"
5,7,14,349,0,0,400000440,10.822,"0,5,0,7,0,5,0,14,0,5,0,7,5,0,5,14,5,0,5,7,5,14,7,0,14,0,5,0,7,0,14,7,5,7,14,7,0,7,14,5,7,5,0,5,7,5,14,5,0,14,5,14,7,14,5,14,0,14,7,0,14,0,5,14,7,5,0,7,0,14,0,7,0,5,0,14,5,0,5,7,14,7,0,5,0,14,5,0,5,7,5,0,5,14,5,7,14,7,0,5,14,5,0,5,7,0,14,0,7,0,5,0,7,14,0,14,5,14,7,0,14,7,5,7,0,5,7,5,14,5,0,5,14,5,7,14,5,14,0,14,5,14,7,14,0,7,14,7,5,14,5,0,5,14,5,7,14,5,0,14,0,7,0,5,0,14,0,7,14,7,5,14,7,14,0,7,14,7,5,0,7,0,14,0,7,0,5,0,7,14,5,7,5,0,7,14,0,14,5,14,7,14,5,14,0,5,0,7,0,5,14,5,0,5,7,0,7,14,0,7,0,5,0,14,0,5,0,7,5,0,5,14,5,0,5,7,5,14,7,5,7,0,7,14,7,0,7,5,0,14,0,7,5,0,5,14,5,7,5,14,5,0,14,5,14,7,14,0,14,5,0,5,7,14,5,0,14,0,7,0,14,5,14,7,14,0,7,5,0,7,0,14,0,7,0,5,0,14,5,0,5,7,5,0,5,14,5,7,14,0,14,5,0,5,7,0,5,0,14,0,7,14,7,5,14,7,14,0,7,14,7,5,14,5,0,5,14,5,7,5,0,7,5,7,14,5,14,0,7"
6,7,14,347,0,0,400000324,10.597,"0,6,0,7,0,6,0,14,0,6,0,7,6,0,6,14,6,0,6,7,6,14,7,0,14,0,6,0,7,0,14,7,6,7,14,0,7,14,6,7,6,0,6,7,6,14,6,0,14,6,14,7,14,6,14,0,14,7,0,14,0,6,14,6,7,6,14,0,6,0,7,0,6,14,0,14,7,0,7,6,0,14,6,14,7,14,0,7,14,7,6,0,7,0,14,0,7,0,6,0,7,14,6,14,0,6,0,7,0,6,0,14,6,0,6,7,6,14,6,7,6,0,7,6,14,0,7,14,7,6,7,14,0,7,0,6,0,7,0,14,0,6,7,6,14,7,6,7,0,6,7,6,14,0,14,7,14,6,14,7,14,0,7,6,7,0,7,14,0,6,7,14,6,7,6,0,6,7,6,14,6,0,14,6,14,7,14,6,14,0,6,0,7,14,6,14,7,14,0,14,7,14,6,7,0,7,14,6,14,0,6,0,7,0,14,0,6,14,0,14,7,14,0,14,6,14,7,6,14,6,0,6,7,6,0,6,14,0,7,0,14,0,6,0,14,7,6,14,7,14,0,7,6,0,7,0,14,0,7,0,6,0,14,6,0,6,7,14,7,0,6,0,14,6,0,6,7,6,0,6,14,6,7,14,6,14,0,14,6,14,7,14,0,7,0,6,0,7,0,14,0,6,7,14,7,0,14,7,14,6,14,7,14,0,14,6,0,7,0,6,14,6,7,6,14,0,14,7,14,6,14,7,14,0,7,0,6,0,14,0,6,0,7,6,14,0,6"
1,8,14,547,0,0,400000744,15.371,"0,1,0,8,0,1,0,14,0,1,0,8,1,0,1,14,1,0,1,8,1,14,8,0,8,1,0,1,14,0,1,0,8,0,14,0,8,0,1,8,0,14,1,8,14,1,14,0,8,0,14,0,1,14,1,8,1,0,1,8,1,14,8,0,1,8,14,1,14,0,1,8,0,14,8,14,1,14,8,14,0,14,1,0,14,0,8,0,1,0,8,0,14,8,0,1,8,1,14,8,14,0,8,0,1,0,14,0,1,0,8,1,0,1,14,1,0,1,8,1,14,8,0,8,1,0,1,14,0,14,8,0,8,1,14,8,14,0,14,1,0,14,0,8,0,1,0,8,0,14,8,1,14,1,0,1,8,1,14,8,1,8,0,8,14,8,1,14,1,0,14,8,14,1,8,14,8,0,8,1,0,8,0,14,0,1,14,1,8,14,8,0,14,8,14,1,14,0,14,1,14,8,1,0,8,0,14,0,1,14,0,14,8,1,14,1,0,1,8,1,14,1,0,14,0,8,0,1,0,14,1,0,1,8,1,0,1,14,1,8,14,8,0,8,1,0,14,0,1,8,1,0,14,1,14,8,14,0,14,1,0,8,1,8,14,8,0,8,14,8,1,14,8,14,0,14,1,0,14,0,8,14,1,8,1,0,8,0,14,0,1,0,14,0,8,14,0,14,1,14,0,14,8,14,1,8,14,8,0,14,1,14,0,14,8,0,8,1,8,0,14,8,14,1,8,14,8,0,8,1,8,0,8,14,0,8,0,1,14,0,14,8,14,0,14,1,14,0,8,1,8,14,8,0,14,0,1,0,8,1,0,1,14,1,8,1,0,8,1,8,14,8,0,8,14,8,1,14,8,14,0,1,0,8,14,8,1,14,8,14,0,14,1,14,0,14,8,0,1,0,8,0,14,8,14,1,14,8,0,8,14,8,1,14,1,0,1,8,1,0,1,14,0,14,8,0,14,0,1,0,8,0,1,0,14,1,0,1,8,1,14,8,1,8,0,1,0,14,1,0,1,8,0,1,0,14,1,14,8,14,0,8,14,8,1,14,1,0,1,8,0,8,14,8,1,8,14,8,0,14,8,14,1,14,0,14,8,0,14,0,1,0,8,0,14,8,1,8,0,1,8,1,14,1,0,1,8,0,1,0,14,0,8,0,1,8,14,8,0,14,0,1,0,8,0,14,0,1,14,8,14,0,1,14,1,8,14,8,0,14,8,1,8,14,8,0,8"
3,8,14,484,0,0,400000608,13.163,"0,3,0,8,0,3,0,14,0,3,0,8,3,0,3,14,3,0,3,8,3,14,8,0,8,3,0,3,14,0,14,8,14,0,14,3,0,14,0,8,0,3,8,3,14,8,0,8,3,0,8,0,14,0,3,0,8,3,0,3,14,3,0,3,8,0,8,14,0,3,0,8,14,0,14,3,14,0,14,8,14,3,8,0,8,3,8,14,8,3,0,8,0,14,0,8,3,0,3,14,3,0,3,8,3,14,0,14,8,14,3,14,8,14,0,8,3,8,14,3,14,0,3,0,8,3,14,8,3,8,0,8,3,8,14,8,0,14,8,14,3,8,0,8,3,8,14,3,14,0,14,3,8,14,8,0,14,8,14,3,14,0,14,3,14,8,3,14,0,3,0,8,0,14,3,14,0,8,14,8,3,8,14,0,8,0,3,8,3,14,3,0,3,8,0,14,0,3,14,3,8,14,3,14,0,14,8,14,0,14,3,0,8,0,14,3,14,8,3,8,0,8,14,8,0,8,3,0,8,0,14,0,3,0,8,3,0,3,14,8,3,14,0,14,8,14,3,8,0,3,0,14,0,3,8,0,8,14,0,8,0,3,0,14,0,3,0,8,3,0,3,14,3,0,3,8,3,14,8,3,8,0,3,0,14,3,14,8,14,0,3,0,14,0,8,14,3,8,0,3,0,14,0,8,0,3,8,0,8,14,8,0,8,3,8,14,3,14,0,14,3,14,8,14,0,3,0,14,0,8,14,3,8,0,3,0,14,3,0,3,8,14,3,14,0,14,3,14,8,14,0,3,8,3,14,8,14,0,14,8,14,3,8,14,8,0,8,3,8,14,3,14,0,3,14,3,8,0,3,0,14,0,8,0,3,8,14,3,14,0,14,8,14,3,8,14,8,0,8,14,8,3,8,0,3,8,3,14,0,8,14,3,8,14,0,8,0,3,0,14,0,3,0,8,3,0,3,14,3,0,3,8,3,14,8,14,0,8,3,14,3,0,14,3,14,8,14,0,8,14,8,3,8,0,8,14,0,3,0,14,0,8,14,3,8,0,14,8,14,3,14,8,14,0,14,3,0,14,0,8,14,3,8,3"
5,8,14,332,0,0,400000416,11.749,"0,5,0,8,0,5,0,14,0,5,0,8,5,0,5,14,5,0,5,8,5,14,8,0,8,5,0,5,14,0,5,0,8,0,14,0,8,0,5,8,0,8,14,5,0,5,14,5,8,5,14,5,0,14,8,14,0,5,0,8,0,14,8,5,14,5,0,14,8,5,8,14,8,0,8,14,5,8,5,0,5,8,5,14,5,0,8,14,8,5,14,8,14,0,14,8,14,5,8,5,0,5,8,14,5,14,0,14,5,14,8,14,0,8,0,5,0,8,0,14,8,0,8,5,14,0,5,0,8,5,8,14,5,8,5,0,5,14,0,5,0,8,0,14,8,0,8,5,14,5,0,14,5,14,8,14,5,14,0,14,8,0,14,0,5,0,8,0,5,0,14,5,0,8,5,8,14,8,5,0,8,0,14,0,8,0,5,0,14,8,5,8,0,5,0,14,0,5,0,8,5,0,5,14,5,8,5,0,8,5,8,14,8,0,14,0,5,0,8,0,5,0,14,5,0,8,5,14,8,14,0,14,5,0,14,0,8,5,0,5,14,5,0,5,8,5,14,8,5,8,0,14,8,14,5,14,8,14,0,14,5,8,5,0,8,5,14,0,14,8,0,14,0,5,0,14,0,8,0,5,8,0,8,14,5,8,5,0,8,0,14,0,5,0,8,5,0,5,14,8,14,5,14,0,14,5,14,8,5,8,0,8,5,14,5,8,5,0,8,0,14,0,5,8,14,5,8,5,0,5,8,5"
1,9,14,519,0,0,400000612,14.892,"0,1,0,9,0,1,0,14,0,1,0,9,1,0,1,14,1,0,1,9,1,14,9,0,9,1,0,1,14,0,1,0,9,0,14,0,9,0,1,9,0,9,14,1,0,1,14,1,9,14,9,0,1,0,9,14,0,14,1,14,0,9,14,9,1,14,1,0,1,14,1,9,1,0,9,1,9,14,0,1,0,9,0,14,0,9,0,1,9,1,14,1,0,1,9,0,14,0,1,14,0,14,9,14,1,14,0,1,0,9,1,0,1,14,1,9,1,14,1,0,14,1,14,9,14,0,14,9,14,1,9,0,1,0,14,0,9,1,9,14,9,0,9,14,9,1,14,1,0,1,14,1,9,14,1,14,0,14,9,14,1,9,14,9,0,9,14,9,1,9,0,1,9,1,14,1,0,14,9,14,1,9,14,9,0,14,1,0,1,9,0,9,14,0,9,0,1,14,0,14,9,14,1,14,0,1,9,0,1,0,14,0,1,0,9,0,14,9,0,9,1,9,0,9,14,0,14,1,9,14,9,0,9,1,9,14,1,14,0,1,9,0,14,0,9,1,9,0,14,9,1,14,1,0,1,9,1,0,1,14,0,1,0,9,0,1,0,14,0,9,14,1,9,1,0,1,14,9,14,0,14,1,0,9,0,1,0,14,0,1,9,0,9,14,0,9,0,1,0,14,0,1,0,9,1,0,1,14,1,0,1,9,1,14,9,1,9,0,1,0,14,0,1,9,0,9,14,9,1,9,0,1,0,14,0,9,14,1,14,9,14,0,9,1,0,1,14,1,0,1,9,1,14,9,1,9,0,9,14,0,1,14,1,9,14,9,0,9,14,9,1,14,9,14,0,14,1,14,9,1,14,1,0,1,14,1,9,1,0,9,1,9,14,1,14,0,14,9,14,1,9,0,9,1,14,9,1,0,1,14,0,1,0,9,0,14,0,9,0,1,9,14,1,14,0,14,9,0,14,0,1,0,9,0,1,0,14,1,0,1,9,1,0,1,14,1,9,14,1,14,0,9,0,1,0,14,0,1,0,9,1,9,14,9,0,9,14,9,1,14,1,0,1,9,14,9,0,14,9,14,1,14,0,14,1,14,9,1,14,1,0,1,9,1,0,1,14,0,14,9,0,9,1,9,14,1,9,1,0,1,9,1,14,1,0,14,0,9,0"
2,9,14,545,0,0,400000416,13.785,"0,2,0,9,0,2,0,14,0,2,0,9,2,0,2,14,2,0,2,9,2,14,9,0,9,2,0,2,14,0,2,0,9,0,14,0,9,0,2,9,0,14,2,9,14,2,14,0,9,0,14,0,2,14,2,9,2,0,2,9,2,14,9,0,2,9,14,2,14,0,2,9,0,14,9,14,2,14,9,14,0,14,2,0,14,0,9,0,2,0,9,0,14,9,0,2,9,2,14,9,14,0,9,0,2,0,14,0,2,0,9,2,0,2,14,2,0,2,9,2,14,9,0,9,2,0,2,14,0,14,9,0,9,2,14,9,14,0,14,2,0,14,0,9,0,2,0,9,0,14,9,2,14,2,0,2,9,2,14,9,2,9,0,9,14,9,2,14,9,14,0,14,2,14,9,2,14,2,0,2,9,0,14,9,14,2,14,9,14,0,14,2,0,14,0,9,0,2,0,14,2,9,14,0,14,2,0,2,9,0,2,14,2,0,2,9,0,9,14,9,0,9,2,9,0,14,0,2,14,0,14,9,14,2,14,9,14,0,9,2,0,2,14,2,9,2,0,9,2,9,14,9,0,9,14,9,2,14,9,14,0,14,2,14,9,2,9,0,2,0,14,2,9,14,2,14,0,14,2,14,9,14,0,9,14,9,2,14,2,0,14,9,14,2,0,14,0,9,0,14,0,2,0,9,2,9,14,2,14,0,14,2,14,9,14,0,9,2,9,14,2,9,2,0,2,14,2,9,14,0,9,0,2,0,14,2,9,2,0,14,2,14,9,14,2,14,0,14,9,0,14,0,2,0,14,0,9,0,2,9,14,2,14,0,14,2,9,2,0,2,9,14,9,0,14,0,2,0,9,0,2,0,14,2,0,2,9,2,0,2,14,2,9,14,2,14,0,9,2,9,14,9,0,2,0,14,9,14,2,9,2,0,2,14,2,0,2,9,0,14,0,2,14,0,14,9,14,2,14,9,14,0,9,2,14,2,0,2,9,0,9,14,9,2,9,14,9,0,14,9,14,2,14,9,14,0,14,2,0,14,0,9,14,2,14,9,14,0,14,9,2,14,2,0,2,9,0,2,0,14,0,2,0,9,0,14,9,14,2,0,9,2,0,2,14,2,0,9,2,9,14,2,9,2,0,14,0,9,2,9,0,14,9,14,2,14,9,14,0,14,2,0,9,2,0,14,2,9,0,9,14,9,2,14,0,2,0,9,2,9,14,2,0,2,14"
